name,category,size,era,desc,url,imageUrl_s,id,sk1,sk2,sk3
宋搨武岡帖（三） 冊 晉王羲之自慰帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36061?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400031,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之旦反帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36060?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400030,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之分住帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36059?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400029,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之荀侯帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36058?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400028,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之知遠帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36057?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400027,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之雪候帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36056?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400026,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之還來帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36055?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400025,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之重熙帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36054?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400024,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之里人帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36053?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400023,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之散勢帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36052?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400022,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之諸賢帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36051?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400021,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之建安帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36050?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400020,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之日月帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36049?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400019,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之闊別帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36048?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400018,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之兄靈柩帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36047?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400017,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之行成帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36046?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400016,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之知賓帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36045?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400014,故,帖,法帖
