name,category,size,era,desc,url,imageUrl_s,id,sk1,sk2,sk3
泰國 髮飾,織品,縱53公分 橫222公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1605?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1712623&randomCode=1816550264&maxW=200&maxH=200,南購織001278,南購,織,織品
泰國 髮飾,織品,縱69公分 橫22公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1604?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1285479&randomCode=1652450127&maxW=200&maxH=200,南購織001263,南購,織,織品
泰國 筒裙,織品,縱87公分 橫74公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1603?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=658270&randomCode=963888211&maxW=200&maxH=200,南購織001262,南購,織,織品
泰國 筒裙,織品,縱89公分 橫88.5公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1602?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=658268&randomCode=357460420&maxW=200&maxH=200,南購織001261,南購,織,織品
泰國 筒裙,織品,縱92公分 橫86公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1601?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1301688&randomCode=746353907&maxW=200&maxH=200,南購織001260,南購,織,織品
泰國 筒裙,織品,縱74公分 橫44公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1600?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1284351&randomCode=963888211&maxW=200&maxH=200,南購織001272,南購,織,織品
泰國 筒裙,織品,縱97公分 橫75.5公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1599?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1284385&randomCode=926534728&maxW=200&maxH=200,南購織001282,南購,織,織品
菲律賓 刺繡裙,織品,縱94公分 橫165公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1598?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1803159&randomCode=1325980558&maxW=200&maxH=200,南購織001233,南購,織,織品
緬甸 裙子,織品,縱98公分 橫132公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1597?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=659354&randomCode=2078697097&maxW=200&maxH=200,南購織000695,南購,織,織品
印度 刺繡裙布,織品,縱76公分 橫460公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1596?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=660622&randomCode=507378691&maxW=200&maxH=200,南購織000804,南購,織,織品
印度 刺繡裙布,織品,縱83公分 橫520公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1595?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1303276&randomCode=1359872631&maxW=200&maxH=200,南購織000807,南購,織,織品
印度 褲子,織品,縱90公分 橫70公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1594?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=657807&randomCode=1734416139&maxW=200&maxH=200,南購織000806,南購,織,織品
印度 褲子,織品,縱100公分 橫67.5公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1593?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=657810&randomCode=125576137&maxW=200&maxH=200,南購織000827,南購,織,織品
印度 蓋飾,織品,縱90公分 橫86公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1592?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=660257&randomCode=1233294090&maxW=200&maxH=200,南購織000824,南購,織,織品
土耳其 未裁枕套,織品,縱114公分 橫114公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1591?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1804083&randomCode=450315001&maxW=200&maxH=200,南購織001124,南購,織,織品
印度 枕套,織品,縱84公分 橫84公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1590?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=660248&randomCode=156006800&maxW=200&maxH=200,南購織000817,南購,織,織品
印度 蓋飾,織品,縱73.5公分 橫67公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1589?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=659219&randomCode=387891083&maxW=200&maxH=200,南購織000819,南購,織,織品
印度 寺廟掛飾,織品,縱162公分 橫143公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1588?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=659442&randomCode=357460420&maxW=200&maxH=200,南購織000700,南購,織,織品
印度 掛飾,織品,縱59公分 橫57公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1587?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=659222&randomCode=575162837&maxW=200&maxH=200,南購織000820,南購,織,織品
印度 掛飾,織品,縱90.5公分 橫62.5公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1586?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=659225&randomCode=156006800&maxW=200&maxH=200,南購織000821,南購,織,織品
印度 布匹,織品,縱268.4公分 橫109.6公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1585?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=659721&randomCode=1368862382&maxW=200&maxH=200,南購織000852,南購,織,織品
印度 繪染掛飾,織品,縱32公分 橫30.5公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1584?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=660266&randomCode=1959209489&maxW=200&maxH=200,南購織000850,南購,織,織品
印度 掛飾,織品,縱153公分 橫623公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1583?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=658638&randomCode=1716604750&maxW=200&maxH=200,南購織000844,南購,織,織品
巴基斯坦 連衣裙,織品,縱63公分 橫61.5公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1582?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=657612&randomCode=163097733&maxW=200&maxH=200,南購織000843,南購,織,織品
印度 帽子,織品,縱25.5公分 橫15.5公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1581?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1303641&randomCode=1812920741&maxW=200&maxH=200,南購織000842,南購,織,織品
印度 刺繡頭巾,織品,縱128.5公分 橫231公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1580?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1303088&randomCode=1891425343&maxW=200&maxH=200,南購織000934,南購,織,織品
印度 刺繡頭巾,織品,縱132公分 橫203.5公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1579?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1304660&randomCode=1399124932&maxW=200&maxH=200,南購織000870,南購,織,織品
印度 刺繡頭巾,織品,縱97公分 寬222公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1578?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1304670&randomCode=1982381106&maxW=200&maxH=200,南購織000899,南購,織,織品
印度 男性用布,織品,縱121公分 橫172公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1577?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=660281&randomCode=889013132&maxW=200&maxH=200,南購織000896,南購,織,織品
印度 男性用布,織品,縱94公分 橫175公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1576?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=659436&randomCode=237972812&maxW=200&maxH=200,南購織000697,南購,織,織品
印度 男性用布,織品,縱109.2公分 橫168公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1575?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=659351&randomCode=350369487&maxW=200&maxH=200,南購織000694,南購,織,織品
印度 男性用布,織品,縱104.2公分 橫152公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1574?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=659348&randomCode=163097733&maxW=200&maxH=200,南購織000693,南購,織,織品
印度 刺繡頭巾,織品,縱117.5公分 橫255.5公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1573?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1714285&randomCode=1408114683&maxW=200&maxH=200,南購織000858,南購,織,織品
印度 刺繡頭巾,織品,縱122.6公分 橫242.4公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1572?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=658205&randomCode=1113806482&maxW=200&maxH=200,南購織000848,南購,織,織品
印度 刺繡頭巾,織品,縱131公分 橫248公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1571?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1303013&randomCode=896104065&maxW=200&maxH=200,南購織000692,南購,織,織品
印度 刺繡頭巾,織品,縱128公分 橫255公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/1570?dep=X,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1714278&randomCode=1477629534&maxW=200&maxH=200,南購織000691,南購,織,織品
