name,category,size,era,desc,url,imageUrl_s,id,sk1,sk2,sk3
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14771?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102141&randomCode=74702061618&maxW=200&maxH=200,購錢005433,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14770?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102138&randomCode=31216663775&maxW=200&maxH=200,購錢005432,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14769?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102135&randomCode=28685159834&maxW=200&maxH=200,購錢005431,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14768?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102132&randomCode=51029940593&maxW=200&maxH=200,購錢005430,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14767?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102129&randomCode=43869008884&maxW=200&maxH=200,購錢005429,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14766?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102126&randomCode=61206656558&maxW=200&maxH=200,購錢005428,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14765?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102123&randomCode=76647240166&maxW=200&maxH=200,購錢005427,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14764?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102120&randomCode=36620288067&maxW=200&maxH=200,購錢005426,購,錢,錢幣
熙寧元寶,錢幣,待測量,北宋,銅質。方孔圓錢，正面有楷書：「熙寧元寶」四字，背面無文。,https://digitalarchive.npm.gov.tw/Collection/Detail/14763?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102117&randomCode=17548927796&maxW=200&maxH=200,購錢005425,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14762?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102114&randomCode=81729023218&maxW=200&maxH=200,購錢005424,購,錢,錢幣
