AcquiredDate,CreatedYear,Creator,Description,imageUrl_s,MainTitle,url,Owner,Size,Type,sk1,sk2,sk3
,,林秋桐,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDIzNQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,韓澤恩,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDIzNg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,劉振興,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDIzNw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,林麗華,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDIzOA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,陳立夫,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDIzOQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,簡銘山,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI0MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,廖禎祥,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI0MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,朱玖瑩,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI0Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,孔依平,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI0NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,蕭世瓊,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI0NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,黃智陽,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI0Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王壯為,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI0Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,董開章,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI0OA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,莊永固,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI0OQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,徐新泉,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI1MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,林宜蓁,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI1MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,盧成璋,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI1NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,曹偉初,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI1Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,項少白,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI1OQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,陳耀安,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI2Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,侯傅勛,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI3MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,孔德成,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI3MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,趙明川,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI3Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,吳金洋,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI3Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,李超哉,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI3NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王軼猛,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI3NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,張迅,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI3Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,藍本榮,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI3Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,李文漢,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI3OQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,羅青,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI4MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,郭燕橋,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI4MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,李大木,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI4Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,張慶萱,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI4NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,牟甲銖,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI4Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,周子瑞,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI5Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,沈友梅,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI5Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,高士魁,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI5Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,吳震中,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI5OA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,劉柏臣,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDI5OQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王壯為,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMwMA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,胡振華,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMwMQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,施秋谷,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMwMw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,朱癡卿,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMwNA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,李岳江,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMwNQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,范天送(烱亭),,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMwNw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王子韜,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMwOA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,徐文珊,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMxMQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,邱淼鏘,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMxMg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,許祖惇,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMxMw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,張恢,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMxNA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,邵載明,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMxNQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,金仲原,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMxNw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,胡豈凡,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMxOA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,魏效同,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMyMg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,井松嶺,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMyMw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,侯愷如,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMyNA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,楊士瀛,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMyNQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,唐儀南,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMyNg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,馬熙傑,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMyNw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,金龍,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMyOA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,蔡炳坤,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMyOQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,傅捐夫,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMzMA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,孔德成,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDMzMQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,宋子芳,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM0Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,史梅岑,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM0Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,許自誠,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM0Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,周書府,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM1Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,吳振彬,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM1NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,孫仁,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM2MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,唐濤,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM2MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,張銑,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM2Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,朱珊,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM2Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,郭燕嶠,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM2Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,邵育雲,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM2Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,侯傳勛,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM3MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王愷和,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM3NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王宗岳,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM3OA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王軼猛,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM4MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,丁玉熙,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM4MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,姚平,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM4Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,羅際鴻,,,反思,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM5Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,吳肇勳,,,知足常樂,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM5Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,張志鴻,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM5NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,朱邇昌,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM5NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,歐陽錦華,,,對聯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM5Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,歐陽錦華,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM5Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,李超哉,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM5OA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,黃政彥,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDM5OQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,吳肇勳,,,和祥,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQwMA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,莊賜錄,,,行隸師說,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQwMQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,程代勒,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQwMg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,林章湖,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQwMw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,林榮森,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQwNA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,黃嘗銘,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQwNQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,蕭世瓊,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQwNg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,姚琮,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQxMg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,詹絮悟,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQxNA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,鄧公玄,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQxOA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,吳良業,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQxOQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,鄭潮釧,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQyMA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,朱逸尙,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQyMg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,藍本榮,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQyMw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,黃滄買,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQyNQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,邱芳昌,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQyNg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,顏雙火,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQyOQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,林金勝,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQzMQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,陳輔弼,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQzMg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,林隆達,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQzNg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,施永華,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQzNw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,邱芳昌,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQzOA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,紀綱,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ0MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,張鐵魂,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ0Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,陳美濃,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ0Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,魏效同,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ0Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,翁坤山,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ0OA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,魏效同,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ0OQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,黃永滋,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ1Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,唐濤,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ2MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,黃世傳,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ3Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,譚淑,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ3NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,高聞天,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ3Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,馮景泰,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ3OA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,劉雲樵,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ4MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,倪文亞,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ4Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,陳其銓,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ4NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,邱淼鏘,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ4Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王孟瀟,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ4Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,張英,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ4OA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,黃世傳,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ5NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,洪文黎,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDQ5Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,尹港生,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUwNQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,侯祿,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUxMg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,丁玉熙,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUxOA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,莊連棚,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUyMA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,張炳城,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUyMg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,劉振興,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUyNw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,何志浩,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUyOA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,陳志聲,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUzMw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,簡銘山,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUzNA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,梁欽宗,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUzNw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,張寶樹,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUzOA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,吳良業,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDUzOQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,凌紹祖,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,周樹聲,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,吳平,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王壯為,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,謝宗安,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,施孟宏,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,石叔明,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,陳其銓,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,董開章,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0OA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
