AcquiredDate,CreatedYear,Creator,Description,imageUrl_s,MainTitle,url,Owner,Size,Type,sk1,sk2,sk3
2003,,[演 出／國立臺灣交響樂團]演 出：國立臺灣交響樂團國立臺灣交響樂團,,,室內樂之夜演奏會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMwODAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,［演 出／國立臺灣交響樂團］演 出：國立臺灣交響樂團 國立臺灣交響樂團,,,鐵道藝術節演奏會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMwODAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,[指揮／張佳韻]指揮：張佳韻 ［主持人／陳采欣］主持人：陳采欣 ［演出／國立臺灣交響樂團］演出：國立臺灣交響樂團 [指揮／張佳韻]指揮：張佳韻,,,[藝術歌曲 v.s 卡拉OK－第二屆全民藝術歌曲伴唱大賽全國總決賽]藝術歌曲V.S第二屆全民藝術歌曲伴唱大賽全國總決賽,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMwOTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,[指揮／張穎中]指揮：張穎中 ［演出／國立臺灣交響樂團附設青年管樂團］演出：國立臺灣交響樂團附設青年管樂團 [指揮／張穎中]指揮：張穎中,,,九十二年度巡迴演出-陽光海岸嘉年華,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMwOTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,[客席指揮／張玉祥]客席指揮：張玉祥 [演 出/國立臺灣交響樂團]演 出：國立臺灣交響樂團  [客席指揮／張玉祥]客席指揮：張玉祥,,,慶耀中秋歌舞戀演奏會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMwOTAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,[客席指揮／湯瑪斯 蓋爾]客席指揮：湯瑪斯 蓋爾（Tamas Gal 匈牙利籍） [演 出／國立臺灣交響樂團]演 出：國立臺灣交響樂團 [客席指揮／湯瑪斯 蓋爾]客席指揮：湯瑪斯 蓋爾（Tamas Gal 匈牙利籍）,,,[92之10定期演奏會 管弦盛宴]九十二之十定期演奏會–管弦盛宴,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMwOTAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,［演 出／國立臺灣交響樂團］演 出：國立臺灣交響樂團 [客席指揮／江靖波]客席指揮：江靖波 [客席指揮／江靖波]客席指揮：江靖波,,,[江文也逝世二十週年紀念音樂會]江文也音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMDAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,［演 出／國立臺灣交響樂團］演 出：國立臺灣交響樂團 ［客席指揮／約格 伊維爾］客席指揮：約格 伊維爾（J?rg Iwer 德國籍） ［客席指揮／約格 伊維爾］客席指揮：約格 伊維爾（J?rg Iwer 德國籍）,,,［92之11定期演奏會－秋之禮讚］九十二之十一定期演奏會-秋之禮讚,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMDAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,演出單位：國立臺灣交響樂團附設青年管樂團 指 揮：張穎中 指 揮：張穎中,,,管韻賀團慶系列一-團慶禮讚,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,[指揮／張穎中]指揮：張穎中 國立臺灣交響樂團附設青年管樂團 [指揮／張穎中]指揮：張穎中,,,管韻百老匯,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,[助理指揮／吳昭良]助理指揮：吳昭良 ［演出／國立臺灣交響樂團］演出：國立臺灣交響樂團 [助理指揮／吳昭良]助理指揮：吳昭良,,,2003草鞋墩稻草文化節演奏會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMTAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,［演 出／國立臺灣交響樂團附設管樂團］演 出：國立臺灣交響樂團附設管樂團 [指 揮／張穎中]指 揮：張穎中 ［小提琴獨奏／廖嘉弘］小提琴獨奏：廖嘉弘 [指 揮／張穎中]指 揮：張穎中,,,[92年度巡迴演出-法蘭克的明信片]法蘭克的明信片-國立臺灣交響樂團附設管樂團九十二年度巡迴演出,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMTAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,［演 出／國立臺灣交響樂團、國立臺灣體育學院］國立臺灣交響樂團、國立臺灣體育學院 [客席指揮／李秀文]客席指揮：李秀文 [客席指揮／李秀文]客席指揮：李秀文,,,[梭]芭蕾舞劇—梭,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMTAwNQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,[指揮／吳昭良]指揮：吳昭良 國立臺灣交響樂團 [指揮／吳昭良]指揮：吳昭良,,,管絃樂名曲巡禮-迎接2004日月潭跨年音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMjAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,[指 揮／吳昭良]指 揮：吳昭良 ［演 出／國立臺灣交響樂團］演 出：國立臺灣交響樂團  [指 揮／吳昭良]指 揮：吳昭良,,,2003新竹市國際玻璃藝術節演奏會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMjAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,[指 揮／張穎中]指 揮：張穎中 ［演出／國立臺灣交響樂團附設青年管樂團］演出：國立臺灣交響樂團附設青年管樂團  [指 揮／張穎中]指 揮：張穎中,,,【聖誕音樂會】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMjAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,［演 出／國立臺灣交響樂團］演 出：國立臺灣交響樂團 [客席指揮／曾道雄]客席指揮：曾道雄 ［合唱團／臺灣美聲室內合唱團、臺北歌劇合唱團、臺中室內合唱團］合唱團：臺灣美聲室內合唱團、臺北歌劇合唱團、臺中室內合唱 ［獨唱／陳詠晨、袁長穗、楊磊、車炎江、陳美玲、林錦如、李聿、許恩綾、林欣誼、陳盈伶］獨唱：陳詠晨、袁長穗、楊磊、車炎江、陳美玲、林錦如、李聿、許恩綾、林欣誼、陳盈伶   [客席指揮／曾道雄]客席指揮：曾道雄,,,莫札特歌劇-女人皆如此,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMjAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,客席指揮：李慧玫 演出單位：國立臺灣交響樂團 小提琴：林世凌 大提琴：陳如萍 鋼琴：吳京珍 客席指揮：李慧玫,,,92-12定期演奏會-新世界禮讚,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMjAwNQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2003,,［演 出／國立臺灣交響樂團］演 出：國立臺灣交響樂團 [客席指揮／許靜心]客席指揮：許靜心 [客席指揮／許靜心]客席指揮：許靜心,,,58週團慶音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDMxMjAwNg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,[指揮／張穎中]指揮：張穎中 國立臺灣交響樂團附設青年管樂團[指揮／張穎中]指揮：張穎中,,,2004臺灣花卉博覽會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwMTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,［演出單位／國立臺灣交響樂團］演出單位：國立臺灣交響樂團 [客席指揮／張佳韻]客席指揮：張佳韻 ［小提琴獨奏／謝佩殷］小提琴獨奏：謝佩殷[客席指揮／張佳韻]客席指揮：張佳韻,,,93-1定期演奏會—新春節慶,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwMTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,演出單位：國立臺灣交響樂團 客席指揮：水藍 小提琴獨奏：祖克曼 客席指揮：水藍,,,93-3定期演奏會-祖克曼小提琴協奏曲之夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwMjAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,［演出單位／國立臺灣交響樂團］演出單位：國立臺灣交響樂團 [客席指揮／葉和中]客席指揮：葉和中 [客席指揮／葉和中]客席指揮：葉和中,,,93-2定期演奏會—貝多芬交響曲系列之一,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwMjAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,,,,國立臺灣交響樂團2004年第三屆青少年管樂營,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwMjAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,［演出單位／國立臺灣交響樂團］演出單位：國立臺灣交響樂團 ［客席指揮／許瀞心］客席指揮：許瀞心 ［大提琴獨奏／史蒂芬 伊瑟利斯］大提琴獨奏：史蒂芬 伊瑟利斯 [客席指揮／許瀞心]客席指揮：許瀞心,,,春季音樂會—德弗札克之春,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwMzAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,［演出單位／國立臺灣交響樂團］演出單位：國立臺灣交響樂團 [客席指揮／王進]客席指揮：王進 [客席指揮／王進]客席指揮：王進,,,93-4定期演奏會—德弗札克之夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwMzAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,[指揮／湯瑪斯 蓋爾]指揮：湯瑪斯 蓋爾 ［鋼琴／林慧君/劉忠欣/廖培鈞/沈妤霖］鋼琴：林慧君/劉忠欣/廖培鈞/沈妤霖 [指揮／湯瑪斯 蓋爾]指揮：湯瑪斯 蓋爾,,,2004年第七屆義大利馬諾保羅 摩洛波利國際鋼琴大賽-協奏曲之夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNDAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,［演出單位／國立臺灣交響樂團］演出單位：國立臺灣交響樂團國立臺灣交響樂團,,,［室內樂之夜演奏會］室內樂之夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNDAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,［演出單位／國立臺灣交響樂團］演出單位：國立臺灣交響樂團 [客席指揮／陳樹熙]客席指揮：陳樹熙 ［主持人／王靖媛］主持人：王靖媛 ［低音提琴獨奏／周春祥］低音提琴獨奏：周春祥 ［芭蕾舞獨舞／游書品］芭蕾舞獨舞：游書品 [客席指揮／陳樹熙]客席指揮：陳樹熙,,,兒童嘉年華—動物狂歡音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNDAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,[指揮／張穎中]指揮：張穎中 ［小提琴獨奏／林佑丞］小提琴獨奏：林佑丞 ［演出單位／國立臺灣交響樂團附設青年管樂團］演出單位：國立臺灣交響樂團附設青年管樂團 [指揮／張穎中]指揮：張穎中,,,93系列之1-春之慶典,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,［演出單位／國立臺灣交響樂團］演出單位：國立臺灣交響樂團 [客席指揮／廖年賦]客席指揮：廖年賦 [客席指揮／廖年賦]客席指揮：廖年賦,,,金門行—離島巡迴演奏會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,［演出單位／國立臺灣交響樂團］演出單位：國立臺灣交響樂團 [客席指揮／張培豫]客席指揮：張培豫 [客席指揮／張培豫]客席指揮：張培豫,,,93-6定期演奏會—貝多芬交響曲系列二,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNTAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,指揮：廖年賦 男中音：張清郎 女高音：陳允宜 臺北世紀交響樂團 國立臺灣師範大學合唱團 成淵高中合唱團 臺中室內合唱團指揮：廖年賦,,,世紀音 鄉土情-柯芳隆教授作品音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNTAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,［演出單位／國立臺灣交響樂團］演出單位：國立臺灣交響樂團 [客席指揮／湯瑪斯 蓋爾]客席指揮：湯瑪斯 蓋爾 ［小號獨奏／吉 圖宏］小號獨奏：吉 圖宏 [客席指揮／湯瑪斯 蓋爾]客席指揮：湯瑪斯 蓋爾,,,93-5定期演奏會—匈牙利之夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNTAwNQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,客席指揮：湯瑪斯 蓋爾 鋼琴獨奏：耶魯 揚道 客席指揮：湯瑪斯 蓋爾,,,夏季音樂會-93之7定期系列,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNjAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,[指揮／張俊賢、張穎中]指揮：張俊賢、張穎中 ［樂團／國立嘉義大學交響樂團、國立嘉義大學管樂團、國立嘉義大學合唱團］樂團：國立嘉義大學交響樂團、國立嘉義大學管樂團、國立嘉義大學合唱團 ［打擊／魏郁青］打擊：魏郁青 ［聲樂／劉桂雯］聲樂：劉桂雯 ［鋼琴／黃星宇］鋼琴：黃星宇 ［中提琴／胡鎔薇］中提琴：胡鎔薇 [指揮／張俊賢、張穎中]指揮：張俊賢、張穎中,,,國立嘉義大學交響樂團2004民雄新聲音樂會暨慶祝嘉義大學民雄校區大學館落成音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNjAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,客席指揮：德岡直樹 演出單位：國立臺灣交響樂團 客席指揮：德岡直樹,,,夏之旅-基層巡迴演奏會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNjAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,,,,2004世紀之星小提琴協奏曲大賽簡章,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNjAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,指揮：侯宇彪指揮：侯宇彪,,,2004年第三屆青少年管樂營-閃亮成果音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNzAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,客席指揮：湯瑪斯 蓋爾客席指揮：湯瑪斯 蓋爾,,,管弦禮讚,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwNzAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,演出單位：國立臺灣交響樂團 指 揮：葉和中 小提琴獨奏：大衛 泰勒(D.Taylor) 中提琴獨奏：查爾斯 皮克勒(C.Pikler) 大提琴獨奏：史帝芬 巴朗史東(S.Balderston) 指 揮：葉和中,,,93-9定期系列—大師之夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwODAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,演出單位：國立臺灣交響樂團 指 揮：歐里姆 哈達利(Omri Hadari) 小提琴獨奏：張堤 指 揮：歐里姆 哈達利(Omri Hadari),,,93-8定期系列—款款深情,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwODAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,師資陣容 小提琴/大衛．泰勒(Violin/David Taylor) 中提琴/查爾斯．皮克勒(Viola/Charles Pikler) 大提琴/史帝芬．巴朗史東(Cello/Stenphen Balderston) 演出團體/國立台灣交響樂團 小提琴/大衛．泰勒、中提琴/查爾斯．皮克勒、大提琴/史帝芬．巴朗史東,,,2004國際弦樂音樂節-芝加哥交響樂團三大首席首度來臺指導,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwODAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,演出單位：國立臺灣交響樂團 客席指揮：亞歷山大 帕利舒克 小提琴獨奏：卡特琳 科卡斯 客席指揮：亞歷山大 帕利舒克,,,93-11定期系列—秋季音樂會-浪漫俄羅斯,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwOTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,演出單位：國立臺灣交響樂團 客席指揮：廖嘉弘 鋼琴獨奏：陳冠宇 客席指揮：廖嘉弘,,,93-10定期系列—縱琴維也納,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQwOTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,演出單位：國立臺灣交響樂團附設管樂團 指揮：侯宇彪 木琴獨奏：葉靜怡 指揮：侯宇彪,,,附設管樂團93系列之1「神管再現」,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMDAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,演出單位：國立臺灣交響樂團 客席指揮：歐里德 雷梅萊特 小提琴獨奏：葉樹涵 客席指揮：歐里德 雷梅萊特,,,93-13定期系列—北國天籟,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMDAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,演出單位：國立臺灣交響樂團 客席指揮：張佳韻 小提琴獨奏：黃凱珉 客席指揮：張佳韻,,,93-12定期系列—異國風情夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMDAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,客席指揮/克里斯多夫．蒙辜(Christophe MANGOU) 鋼琴獨奏/謝亞鵬客席指揮/克里斯多夫．蒙辜(Christophe MANGOU),,,93-15定期系列—國立臺灣交響樂團59週年團慶暨國立屏東科技大學校慶音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,小提琴獨奏/盧佳君 鋼琴獨奏/盧佳慧 客席指揮 / 廖年賦,,,93-14定期系列—弦動琴音,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,指揮/葉樹涵 鋼琴獨奏/陳冠宇指揮/葉樹涵,,,附設管樂團93系列之2「耶誕禮讚」,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMjAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,演出單位：國立臺灣交響樂團 合唱團： 新竹市混聲合唱團、新竹縣教師合唱團、國立竹北高中合唱團、國立新竹師範學院音教系合唱團、台灣美聲合唱團、高雄縣合唱團、榮主合唱團、國立鳳新高中合唱團 客席指揮 / 廖年賦,,,貝多芬第九號交響曲—快樂頌,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMjAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,指揮/張穎中 上低音號獨奏/伊東明彥 演出團體/國立臺灣交響樂團附設青年管樂團指揮/張穎中,,,附設青年管樂團93系列之2「璀璨之聲」,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMjAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2004,,演出單位：國立臺灣交響樂團 客席指揮：廖嘉弘 客席指揮：廖嘉弘,,,校園音樂會系列—國際扶輪百年,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMjAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,演出單位：國立臺灣交響樂團 客席指揮：大衛  羅 93年12月17日(五) 第一場 参賽者：劉德強、林子平、沈怡妤 93年12月17日(五)第二場 参賽者：徐敏書、卓家萱 93年12月18日(六) 第三場 参賽者：林怡均、蔡耿銘、林蓓瑩 93年12月18日(六) 第四場 参賽者：董子維、林一忻 客席指揮：大衛  羅,,,2004世紀之星小提琴協奏曲大賽,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDQxMjAwNQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2005,,演出單位：國立臺灣交響樂團 指 揮：陳秋盛 長號獨奏：迪特麥‧庫伯爾伯克指 揮：陳秋盛,,,94之2定期系列—冬季音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwMTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2005,,出單位：國立臺灣交響樂團 指    揮：席莫內‧峰塔內里 女高音：詹美慧指    揮：席莫內‧峰塔內里,,,94之1定期系列—新春音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwMTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2005,,演出單位：國立臺灣交響樂團 指 揮：許瀞心指 揮：許瀞心,,,94之3定期系列—俄羅斯與美利堅,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwMzAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,演出單位：國立臺灣交響樂團 指 揮：許瀞心 指 揮：許瀞心,,,基層巡演系列I—森林百花宴,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwMzAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,"演出單位：2005年第四屆青少年管樂營     團    長：柯基良（Ko, Chi-Liang） 客席指揮：侯宇彪客席指揮：侯宇彪",,,國立臺灣交響樂團2005年第四屆青少年管樂營,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwMzAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2005,,演出單位：國立臺灣交響樂團 指 揮：呂景民 小提琴獨奏：瑞納克‧霍內爾指 揮：呂景民,,,春季音樂會—94-5定期系列,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwNDAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2005,,演出單位：國立臺灣交響樂團 指 揮：湯瑪斯‧蓋爾指 揮：湯瑪斯‧蓋爾,,,浪漫情緣—94-4定期系列,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwNDAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2005,,演出單位：國立臺灣交響樂團附設管樂團國立臺灣交響樂團附設管樂團,,,附設管樂團94系列之1「英倫經典」,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwNDAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,演出單位：國立臺灣交響樂團 客席指揮：允博赫 鋼琴獨奏：藍文吟、簡雪豐客席指揮：允博赫,,,94-6定期系列─新世紀雙鋼琴狂響,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwNDAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2005,,演出單位：國立臺灣交響樂團附設青年管樂團 指揮：張穎中指揮：張穎中,,,附設青年管樂團94系列之1「魔咒與舞蹈」,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMDUwNTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
